name,name_en,logo,rating,city,district,gender,category,min fee
مدرسة الابتكارية 2 - الدبلومة الامريكية,Ebtecaria National Schools,https://storage.yaschools.com/source//1/FnKmB9xIOTeHWNLbETBfza-gZVdPS0bb.jpg,2.5,الرياض,إشبيليا,بنين وبنات,أهلية,0
مدرسة المطورون الأهلية,Al Mutawiroon Private School,https://yaschools.com/img/default-school-logo.jpg,2.5,الرياض,لبن,بنين وبنات,أهلية,0
مدارس التضامن العالمية,Tadamon International School,https://storage.yaschools.com/source//1/2_lO0NWSggOloGe5yPcrP-LqDVEBQMoD.png,4,الرياض,عليشة,بنين وبنات,عالمية,11 ألف
مدرسة التربية النموذجيه - مجمع الروابي التعليمي,Tarbyh Namouthajiyah National Schools-Alrawabi,https://storage.yaschools.com/source//1/KOUKYo5hDeKud4Gs3gYpTIp4HekFDfJv.jpeg,2.5,الرياض,الروابى,بنين وبنات,دولية,16 ألف
أكاديمية التربية النموذجية العالمية - النزهة,Model Education International Academy,https://storage.yaschools.com/source//1/mcY56ylI1MO2AczxgOqEcurjqJEPUkVg.png,2.5,الرياض,النزهه,بنين وبنات,دولية,32 ألف
مدارس التربية النموذجية - مجمع قرطبة التعليمي,Tarbyh Namouthajiya Schools - Qortoba Educational Complex,https://storage.yaschools.com/source//1/wC0_XhtiS8R9jqI3I_Mmqq5ScVumY50i.jpeg,2.5,الرياض,قرطبه,بنين وبنات,أهلية,16 ألف
مدارس التربية النموذجية - قرطبة الدولية,Tarbyh Namouthajiya Schools - Qortoba International,https://storage.yaschools.com/source//1/asMR6GQgLJlyMsJUOI90bevENIq-0hnY.jpeg,2.5,الرياض,قرطبه,بنين وبنات,دولية,18 ألف
مدارس التربية النموذجية- مجمع القيروان التعليمي,Trbyh Namouthajiya Schools - Al Qirawan,https://storage.yaschools.com/source//1/j3OX7QmPpU7mxpdgTUFeblwX0avyMKnm.jpeg,5,الرياض,القيروان,بنين وبنات,أهلية,18 ألف
مدارس التربية النموذجية - القيروان الدولية,Trbyh Namouthajiya Schools,https://storage.yaschools.com/source//1/euea2mKahShRFqdcng1emS9xOjQafCmk.jpeg,2.5,الرياض,القيروان,بنين وبنات,دولية,20 ألف
معهد وول ستريت إنجلش,Wall Street English,https://storage.yaschools.com/source//1/-a_4jJ3ENZWWMjNn8OM_PV78m1qp8Jhd.png,5,الرياض,صلاح الدين,بنين وبنات,عالمية,0
مدارس موسوعة العلوم,Encyclopedia of Science School,https://storage.yaschools.com/source//1/SSVPf-9SgL1ZKrRd4N5JT6xJepzTxP3z.png,2.5,الرياض,الملقا,بنين وبنات,عالمية,0
مدارس شجرة التعلم العالمية,Learning Tree International School,https://storage.yaschools.com/source//1/avkuWm1SeBHMBW3m51UwmT5JVrBHhzFY.png,2.5,الرياض,الورود,بنين وبنات,عالمية,0
أكاديمية الورود - مسار مصرى,Alworod Academy - Egyptian Track,https://storage.yaschools.com/source//1/4QCdurrFkLRWuFocEQgQI87N6CZtcmiU.jpeg,5,الرياض,الورود,بنين وبنات,أهلية,0
مدارس منارات اليمامه,Manarat Al yamamah national Schools,https://storage.yaschools.com/source//1/VxqGdyas_3ruqvSiUZNkSRv6Q5TT2Bcn.jpg,2.5,الرياض,السويدي,بنين وبنات,أهلية,0
مدرسة بسمة العنود العالمية,Basmat Al Anoud International Schools,https://storage.yaschools.com/source//1/RnzcEgi8rOf6Lque-djB0r1hD_cZwCek.png,5,الرياض,الربوة,بنين وبنات,عالمية,17 ألف
مدارس جلوبال الحديثة العالمية,Modern Global International Schools,https://storage.yaschools.com/source//1/gt86tqbKJ6zDkSaMOIlhFvTHCQm8aaJ9.png,2.5,الرياض,قرطبه,بنين وبنات,عالمية,0
مدرسة البراعم المشرقة الأهلية,Bright blossom schools,https://storage.yaschools.com/source//1/7w32qwLdvQ_op9h56Tn0mX2BDdVZQoeM.jpg,5,الرياض,المحمدية,بنين وبنات,أهلية,0
مدارس إتقان التربية,Itqan Attarbiah schools,https://storage.yaschools.com/source//1/YhJ77oZb0R1ynC5d5y1jJbkcDwnUKJiT.jpg,5,الرياض,الرمال,بنين وبنات,أهلية,0
مدارس الزيادي النموذجية الأهلية,Alzyadi Schools,https://storage.yaschools.com/source//1/OouV9O76E28HN72NJKsVniZZjdQQt8O4.png,5,الرياض,السعادة,بنين وبنات,أهلية,6 ألف
مدارس التميز الاهليه للبنات,Tamiz National School,https://storage.yaschools.com/source//1/7sSRykZe5tkG56NcmeFxW9A5HIE80qN2.jpg,2.5,الرياض,الملك فيصل,بنين وبنات,عالمية,0
مركز فواصل المتطورة,Fawasil Center,https://storage.yaschools.com/source//1/QSGWI9WD01y4JOJTc2NpoOpOcNBDDkOr.jpg,2.5,الرياض,بــدر,بنين وبنات,عالمية,0
مدارس التعلم النموذجية الأهلية - بنات,Learning Schools - Girls,https://yaschools.com/img/default-school-logo.jpg,2.5,الرياض,المونسية,بنين وبنات,عالمية,0
مدارس كتاب,Kuttab Interational Schools,https://storage.yaschools.com/source//1/EV0wvVTsgOxlwFJj97di-7WV8ghfYSiO.jpg,2.5,الرياض,غرناطة,بنين وبنات,عالمية,0
روضة اطفال المستقبل,Future kids kindergarten,https://yaschools.com/img/default-school-logo.jpg,2.5,الرياض,الملك فهد,بنين وبنات,عالمية,0
Nun AlalmpRiVATE school,Nun AlalmpRiVATE school,https://yaschools.com/img/default-school-logo.jpg,2.5,الرياض,الروضة,بنين وبنات,,0
الإختيار الأول الأهلية ,First Choice School,https://yaschools.com/img/default-school-logo.jpg,2.5,الرياض,الملز,بنين وبنات,,0
مدارس براعم الأجيال,Bream alajal school,https://yaschools.com/img/default-school-logo.jpg,2.5,الرياض,العقيق,بنين وبنات,عالمية,0
مدرسة الأندلس الأهلية - الروضة بجدة,Al-Andalus Private School,https://storage.yaschools.com/source/school/logos/M_79sP1DW58HYjciv3URZ2O16EnRF62_.jpg,4.6,جدة,الروضة,بنين,أهلية,26 ألف
مدارس رواد الخليج العالمية - الدمام,Rowad Alkhaleej International Schools,https://storage.yaschools.com/source//1/pJAeLxtzagvYDerKtA6EwaBxBLdW0yAC.jpg,4.5,الدمام,الزهور,بنين,عالمية,35 ألف
مدرسة العلوم المرحة,Fun Science National School,https://storage.yaschools.com/source//1/-xadCwJcgNxE7pUlvZFLDc5IsMZDxyPh.jpg,5,الأحساء,الهفوف,بنات,أهلية,0
مدرسة البحر الأحمر العالمية,Al Bahr Al Ahmar school for boys,https://storage.yaschools.com/source//1/JSXYBsNFzgMNRUXUJ_rKDhujMLtcHskL.jpeg,4.7,جدة,الرحاب ,بنين وبنات,عالمية,10 ألف
مدارس رواد الخليج العالمية- جدة,Rowad Al Khaleej International Schools,https://storage.yaschools.com/source//1/xDMYW-p9kxkOW7ebLe4l76BWTUlOqfPQ.jpg,4.5,جدة,أبحر الشمالية,بنين وبنات,عالمية,20 ألف
مدرسة دار جنى العالمية للبنات,Dar Jana International School,https://storage.yaschools.com/source/school/logos/AvuFURsL1InqY2_j09PYgbzVuXAc5MHh.jpg,4.4,جدة,الصفا,بنات,عالمية,15 ألف
مدارس ماريا العالمية,Mariya International Schools,https://storage.yaschools.com/source//1/Fbu_82LK1YU39nwbmM9Ier9E61RJlupf.png,4.5,الجبيل,اليرموك,بنين وبنات,عالمية,12 ألف
مدرسة الكون العالمية بجده,Al-Kon (Global) International School,https://storage.yaschools.com/source/school/logos/xOvkNniKAY__l2GMuh_UeGUm0VxJragi.png,3.4,جدة,الرويس,بنين وبنات,عالمية,15 ألف
مدرسة  الأندلس الأهلية -الزهراء بجدة,Al-Andalus Private School-Jaddah,https://storage.yaschools.com/source//1/ODvirx-d5iP3oKr2Q9zKcTSv9nQsygyI.jpg,5,جدة,الزهراء,بنين وبنات,أهلية,22 ألف
مدرسة عبق العلم العالمية,Abaq Alilm British International School,https://storage.yaschools.com/source//1/ieoChCgjluq9Zet7FF_O6BB8IFUoG3yP.png,3.9,جدة,مشرفة,بنين وبنات,عالمية,11 ألف
مدارس الفلاح الدولية,Al Falah International School,https://storage.yaschools.com/source/school/logos/uOBF6DHbTU_GWhxhJ53nsDu5gdbQDPEK.jpg,5,جدة,الرحاب ,بنين وبنات,دولية,550
مدرسة البيان النموذجية للبنات بجدة,Al Bayan Modern School For Girls-Jeddah,https://storage.yaschools.com/source/school/logos/O5n20lfZXcX9T2ELuD9Xxed2sXDMedWp.jpg,4.4,جدة,الأندلس,بنات,أهلية,15 ألف
مدارس الإخاء الأهلية,Al Ekhaa Schools,https://storage.yaschools.com/source/school/logos/r2oA-mHSWzkmO6VT9pPqYSLLaR8rqMWY.jpg,4.1,جدة,العزيزية,بنين وبنات,أهلية,15 ألف
مدرسة ندى العالمية,Nada International School,https://storage.yaschools.com/source/school/logos/9FrzxoErxdWN_AIcd8s6vYBWUiwviMil.png,5,الأحساء,المبرز,بنين وبنات,عالمية,13 ألف
مدرسة الروابي الخضراء العالمية,Green Hills International School,https://storage.yaschools.com/source/school/logos/u12xvYuJnlc6Nyg636dDjNXFDjgiwheg.png,4.5,جدة,الخالدية ,بنين وبنات,عالمية,23 ألف
مدارس البيان الأهلية بجدة,Al Bayan National School-Jeddah,https://storage.yaschools.com/source//1/l3V6ffZH4TufsX4IKPov65a1s8lyVIae.jpg,5,جدة,الصفا,بنين وبنات,أهلية,0
مدارس البراعم الخاصة,Al Baraem National School,https://storage.yaschools.com/source//1/VPP4ylQvCaHB5g2NJHSmOxJq6fHQ5YF4.jpg,5,جدة,الشرفية,بنين وبنات,أهلية,5 ألف
مدارس النخبة العلمية الأهلية,El Nokhba Science National Schools,https://storage.yaschools.com/source/school/logos/P-PuH0QPRIY9z5WryFNE_xS66oqPC107.jpg,5,الدمام,الزهور,بنين وبنات,أهلية,13 ألف
مدارس الشعاع العالمية,Al-Shoaa International School,https://storage.yaschools.com/source//1/8YSw-gGC7LpOOTP0F0S1hoEMtLWoASQW.jpg,5,جدة,الصفا,بنات,عالمية,10 ألف
مدارس منار السبيل الاهليه,Manar Al - Sabil Private National Schools,https://storage.yaschools.com/source/school/logos/vEyxlm5KI4b6pFFBm8b0ljUopzTAx-RN.jpg,5,حفر الباطن,الربوة,بنين وبنات,أهلية,9 ألف
مدارس الفلاح الاهلية - الدمام,Alfalah National Schools,https://storage.yaschools.com/source/school/logos/syRsUNgePmS27fXnhWyGXkrY7qwl9uOS.jpg,5,الدمام,الفيصلية,بنين وبنات,أهلية,0
مدرسة واحة المعرفة الاهلية,Wahat Al-Ma'refah National School,https://storage.yaschools.com/source//1/iCLGH5u3mvnqUx8iA5G_aWQVh1J6dDlL.jpeg,5,عرعر,المساعدية,بنين وبنات,أهلية,7 ألف
مدرسة وروضة عطاء النموذجية الأهلية,Ataa Kids National School,https://storage.yaschools.com/source//1/BcI7hraPYqPhk5U7Q5esml6fct0L4OUK.jpeg,5,المدينة المنورة,بئر عثمان,بنين وبنات,أهلية,9 ألف
مدرسة شعاع الخليج العلمية,Sho3a3 International School,https://storage.yaschools.com/source/school/logos/49DMuasKNfll_m9iOBRcSf_StgU0k4hy.jpeg,5,الأحساء,الهفوف,بنين وبنات,عالمية,6 ألف
مدرسة المعتصم العالمية,Al - Mutasim International School,https://storage.yaschools.com/source/school/logos/v0U36XfouqTIii3XndfB8IVFFgHUwsut.png,2.5,الجبيل,الجبيل,بنين وبنات,عالمية,9 ألف
مدارس القلعة الحجازية العالمية,Al-Qala'a Al-Hijazaya International Schools,https://storage.yaschools.com/source//1/MS6d8mbuyxxNv5MC-su-jecWvx27iqXs.jpeg,5,المدينة المنورة,القبلتين,بنين,عالمية,22 ألف
مدارس القلعة الحجازية الأهلية للبنين,Al Qalaa Al Hijazya National School,https://storage.yaschools.com/source//1/cLVqsvj2dQUgzpXfNcy8UKwZ1z1U0U35.png,5,المدينة المنورة,القبلتين,بنين,أهلية,13 ألف
مدارس الضاحية الاهلية,Eldahia National School,https://storage.yaschools.com/source/school/logos/UuxIeUIwKeVqh6axJyqWv721TBg42qZd.jpg,5,الدمام,الضباب,بنين وبنات,أهلية,0
مدارس الاقبال العالمية - فرع جده,Aliqbal International Schools,https://storage.yaschools.com/source/school/logos/eeO-wcckQqqMEynNp_m4-vHbxawq4Bsa.jpg,5,جدة,العزيزية,بنين وبنات,عالمية,13 ألف
مدرسة درة الشرق العالمية,Durat Al Sharq International School,https://storage.yaschools.com/source//1/xCfxF7QSP2bJX9jRBJn5TFXfbrZ2hHZG.png,5,جدة,مشرفة,بنين وبنات,عالمية,8 ألف
مدرسة دار الفكر,Dar Alfikr School,https://storage.yaschools.com/source//1/eQlwY2-eL9GA_cvy-zs0cSFmxvFpYLaN.jpg,2.5,جدة,السليمانية,بنين وبنات,أهلية,0
مدارس المناهل الثانوية الاهلية,Al Manahel Secondary National School,https://storage.yaschools.com/source//1/rJ00-Xo8sOUwBxuRygVF4pqcN_fHYumq.jpg,5,جدة,الجامعة,بنين وبنات,أهلية,0
مدرسة الورود الجديدة العالمية,New Al Wurood International School Girls Section,https://storage.yaschools.com/source/school/logos/MJPc-sz8QMVeAVmlik5ZKr7T_TTjez-Q.png,5,جدة,الفيحاء,بنين وبنات,عالمية,550
مدرسة سدر العالمية,Cedar International School,https://storage.yaschools.com/source/school/logos/nxGkwWmWVoUWiZ1h-LfEUC4rdNVBcRm-.jpg,5,جدة,البوادي,بنين وبنات,عالمية,15 ألف
مدارس الحصان الإبتدائية النموذجية بالدمام,Horse - Hussan Primary Ideal School,https://storage.yaschools.com/source/school/logos/rqgXu9VEWwYbiMEN07rGbrJa9LjN9YBp.jpg,5,الدمام,المريكبات,بنين وبنات,أهلية,22 ألف
مدرسة واجهة الشرق  الأهلية,Wajhat Al Sharq School,https://storage.yaschools.com/source/school/logos/y-xKHpBEn6fWuzGRxZlntwr-q0aGOw3T.jpg,5,جدة,المنار,بنين وبنات,أهلية,10 ألف
مدارس المعتز بالله الأهلية,Almotazsch National School,https://storage.yaschools.com/source/school/logos/7_rnnqjUogfWcmOcmvirUUdi1-N8nFog.jpg,5,المدينة المنورة,الجمعة,بنين وبنات,أهلية,12 ألف
مدارس الافاق العالمية,Al Afak International School,https://storage.yaschools.com/source/school/logos/UCaSTBl07DCc_WxlmcVe9wkeA4EVXVsK.jpg,4.1,جدة,الحمراء,بنين وبنات,عالمية,36 ألف
مدرسه أجيال المعرفة العالمية,Ajyal Al Marefaah International School,https://storage.yaschools.com/source//1/Dpn-wwf9X9SjNRtEwfZHsCDJ0XC50p-B.jpg,2.5,جازان,المطار,بنين وبنات,عالمية,12 ألف
مدارس رياض الرتاج الأهلية,Riyadh Al-Retaj Private School,https://storage.yaschools.com/source/school/logos/mN652DPrUP4HCrntEiwPkynzJrKhb8rr.jpg,5,جدة,النسيم,بنين وبنات,أهلية,0
مدارس النبات الحسن الأهلية للبنات,Alnabaat National School,https://storage.yaschools.com/source//1/LknUkO8fo0A3UH1c7IaHl_iFfnafALEd.jpg,5,المدينة المنورة,القصواء ,بنات,أهلية,9 ألف
مدارس الأقصى,Alaqsa Schools,https://storage.yaschools.com/source//1/Vdck9OfOqygdnmnuXYPV8OzQNKXPxMaK.jpg,5,جدة,الرحاب ,بنين وبنات,أهلية,0
مدارس منابر الامم الاهلية,Mnaber Al Ommam,https://storage.yaschools.com/source/school/logos/25D5LjC8hUB6nIhvRqKkVyTSDk_jcW63.jpg,5,جدة,الربوة,بنات,أهلية,9 ألف
ملتقى الصغار الأهلية,Multaqaa Alsighar National Schools,https://storage.yaschools.com/source/school/logos/UliQ_Efy4wTfOTZnsT9UpGIGL0L9q22E.jpg,5,جدة,طيبة,بنين وبنات,أهلية,9 ألف
روضة البيلسان الخاصة,Al Bilasan National School,https://storage.yaschools.com/source/school/logos/ui4fhcsIGReoJHGXl8nvIm16PkIBq5IF.jpg,5,الدمام,المنار,بنين وبنات,أهلية,0
مدرسة صفوة الطليعة الاهلية,Safwat Al Taliaa School,https://storage.yaschools.com/source//1/06dDmRkGVLSbLwdulSJJXqF-RbXAq9hF.jpg,4.4,الطائف,شهار,بنين,أهلية,13 ألف
مدرسة ثغر جدة الاهلية,Thaghur Jeddah National School,https://storage.yaschools.com/source/school/logos/4iWqn5JREY-vlZdHCRbMGak0M83gwEeP.jpg,5,جدة,الفيصلية,بنين وبنات,أهلية,13 ألف
مدرسة القمم الخضراء العالمية,Green Peaks International School,https://storage.yaschools.com/source/school/logos/FvKIuVrj-K-_AQ6Ho4pY5f2iX_vyreMV.png,3.4,جدة,الرويس,بنين وبنات,عالمية,0
مدارس مواهب الوادي الأهلية,Mdars Mwahb Alwady Alahlyt,https://storage.yaschools.com/source//1/-MBGnAOKG3w72DXFQdBaxrQJLDFJpXXz.png,4.6,وادي الدواسر,قرطبة,بنين وبنات,أهلية,0
مدارس تلال الظهران الأهلية,Dahran Hills School,https://storage.yaschools.com/source/school/logos/8oIZQQ7aBdVIXnnc3pxwDAtAuWP6Hk3M.jpg,5,الظهران,القصور ,بنات,أهلية,20 ألف
مدرسة التربية الصالحة الأهلية,Al Tarbia Al Saliha National School,https://storage.yaschools.com/source/school/logos/FH1AlxDtuctavTcGvKzGJ8MEHa3IyBhL.jpg,5,الخبر,العقربية,بنين وبنات,عالمية,10 ألف
مدارس نخبة الأجيال الأهلية,Nokhbit Ajyal,https://storage.yaschools.com/source//1/6pEK5t85Kdb9YuThZC29W2jOaKF3bX-S.jpg,5,الجبيل,الحمراء,بنين,أهلية,0
مدارس أكاديمية وعد,Waad Academy School,https://storage.yaschools.com/source/school/logos/FiaMW1DPGBZbRxrP-r1FR1YY7_NgecoV.jpg,5,جدة,الصواري,بنين وبنات,عالمية,25 ألف
أكاديمية إنسباير  الدولية - الإلهام بنات,Inspire International Academy - Girls,https://storage.yaschools.com/source/school/logos/VhHxGCIbC9uyDzns8-A65fSQXxtpOKw7.jpg,3.1,الخبر,العقربية,بنات,عالمية,22 ألف
مدارس الافاق النموذجية,Al Afaq National Schools,https://storage.yaschools.com/source/school/logos/fGAU7vf0vGMx7-kOJr6Tv7F7fceECtEH.jpg,3.5,بريدة - القصيم,البكيرية,بنين وبنات,أهلية,30 ألف
مدرسة التهذيب الأهلية-بنات,Altahtheeb National Private School,https://storage.yaschools.com/source/school/logos/c9hdqbTXQbBFx2AJalHpz5i3iBwCDtwR.jpg,5,الدمام,المحمدية,بنات,أهلية,0
مدرسة عاطفة الأمومة الأهلية,,https://storage.yaschools.com/source/school/logos/agig6_N97nQ7Oijhjxr5bSpFtb-tNGc8.jpg,5,جدة,الزهراء,بنين وبنات,أهلية,0
مدارس الفال الأهلية,Al Fal National Schools,https://storage.yaschools.com/source/school/logos/iFS1ET9ugI8FAKCaK_Toi3ZWq_g3PDa4.gif,4.7,جدة,الأمير فواز الجنوبى,بنين وبنات,أهلية,13 ألف
مركز التعلم الإبداعي,Creative Learning Nursery,https://storage.yaschools.com/source//1/XvcRySBcUKqxufaA1jotpJ-utOvjOOUv.png,5,تبوك,المروج,بنين وبنات,حضانة - روضة,3 ألف
مدرسة العلوم والمعرفة الأهلية,ِAloloum-Almaarafah National Schools,https://storage.yaschools.com/source/school/logos/VCqWhaS1pCJQcFU-wHdjQlP_3oeNoGw7.jpg,5,الخبر,الاسكان,بنين وبنات,أهلية,8 ألف
مدرسة الأجيال الذكية الأهلية,Ajeal Dhakea International School,https://storage.yaschools.com/source//1/uj-0xr8OsrBVwek8adKSPhF2dMdZtQ97.jpg,5,الظهران,الدوحة الجنوبية,بنات,أهلية,5 ألف
مدرسة قرطبة الأهلية,Qurtubah Intermediate Private School,https://storage.yaschools.com/source//1/khfRlACi0Kw0ruA_gYtzH-MaLYLbMFTB.jpg,5,جدة,النعيم,بنين وبنات,أهلية,22 ألف
مدارس رواد الخليج العالمية -حى الحمراء,Rowad Al Khaleej Private Schools,https://storage.yaschools.com/source//1/2BJFTtfCZDSOovCmYMQVXjqbQ4_hRxNY.png,5,الدمام,الحمراء,بنين وبنات,عالمية,13 ألف
مدرسة الباكستانية العالمية -بالطائف,Pakistan International School- Taif,https://storage.yaschools.com/source/school/logos/4biJ0qackusmbOxb4imC2T-IV3J3r3Wf.jpg,4.8,الطائف,الفيصليه,بنين,عالمية,0
مدارس سيدار العالمية,Cedar International School-Jeddah,https://storage.yaschools.com/source/school/logos/7WBYh0p50tI9NaXfCpOoC2ApULTYBQND.jpg,3.6,جدة,البوادي,بنين وبنات,عالمية,0
مدرسة الريادة العالمية,Al-Reeyada International School,https://storage.yaschools.com/source/school/logos/rXhHfWavpNy3gZmjwuIOHLzg5EV0HgR7.JPG,3.8,الأحساء,المبرز,بنين وبنات,عالمية,9 ألف
مدرسة علماء الغد الاهلية,Olmaa Alghd National School,https://storage.yaschools.com/source/school/logos/eWJ-jxXRJNOBYwzVJjNrElfIYFR4wuYW.jpg,5,تبوك,العليا ,بنين وبنات,أهلية,8 ألف
روضة الحافظ الصغير,Alhafiz Alsagheer School,https://storage.yaschools.com/source//1/hGocsUg4K6l39i1rF2ZJ6i8O-0eAAh89.jpg,5,جدة,البساتين,بنين وبنات,أهلية,0
مدارس الفضيلة الأهلية,FD National School,https://storage.yaschools.com/source//1/lheD_kqJ27fJB3m_PcJPmHutRDIzAs8D.jpg,5,حائل,النقرة,بنين وبنات,أهلية,0
مدارس صناع المستقبل الاهلية,,https://storage.yaschools.com/source/school/logos/ZblgOPXR6BTR9MLvqTdV3OMGT60CIxFF.png,5,الظهران,الدوحة الجنوبية,بنين وبنات,أهلية,0
مدارس المشكاة الأهلية,Almeshkat National Schools,https://storage.yaschools.com/source//1/m85suaVkP_XNkinCMeX69V2mTlrP1bHN.jpg,3,الدمام,الفيصلية,بنين وبنات,أهلية,6 ألف
مدارس التميز العالمية -بريدة-بريطاني,Excellence International School -Buraydah- British,https://storage.yaschools.com/source/school/logos/blG4tHLiGlsvxhb9BCcXDE3cJvTDa0fO.jpg,5,بريدة - القصيم,النازية,بنين وبنات,عالمية,11 ألف
مدارس جيل الفيصل الأهلية,Geel Alfaisal National School,https://storage.yaschools.com/source/school/logos/E1WKQUZint7BQ40AbG8i4hQLMiypqtUw.jpg,2.5,جدة,الصفا,بنين,أهلية,10 ألف
مدارس فاز العالمية,Faz International Schools,https://storage.yaschools.com/source/school/logos/VOoJ2oc28U_12KLr5MA-mV4x8UpOepdL.jpg,4.6,بريدة - القصيم,الفايزية,بنين وبنات,عالمية,0
مدرسة جبل فرسان العالمية رابغ,Jabal Farasan International School,https://storage.yaschools.com/source/school/logos/2bkgEgG0pzUk_onaYt7TR8nynkh2JEKH.png,4.4,رابغ,الصمد,بنين وبنات,عالمية,0
مدارس زهرة الصحراء العالمية,Zahrat Al Sahara International School,https://storage.yaschools.com/source/school/logos/bWw2VmiQ0fP9pEuLGNxJfSO0ZI_XE2Bd.jpg,3.8,جدة,الحمراء,بنين وبنات,عالمية,14 ألف
مدارس الكوثر الفرنسية العالميه,Al-Kawthar International Schools,https://storage.yaschools.com/source/school/logos/Eys0v5vhgjjh0NK2qT_pvr9yf_LhMrxF.jpg,5,جدة,المحمدية,بنين وبنات,عالمية,0
مدرسة لين الإمتيازات,Liens School,https://storage.yaschools.com/source/school/logos/PQQCK4-8H3cX_FqTbUtXKiW1tXnmhSv_.jpg,4.8,جدة,الروضة,بنين وبنات,أهلية,9 ألف
مدرسة الواحة الاهلية,Waha National School,https://storage.yaschools.com/source/school/logos/3AdI0QR0kfABmUc_5xrWNfTQ4fQfwa4Z.jpg,5,حفر الباطن,الربوة,بنين وبنات,أهلية,7 ألف
مدرسة المبدعون الأوائل العالمية,Primary Creatives International School,https://storage.yaschools.com/source//1/pomaRm_cqF2bjYTQLQMAa_JjIVP1dsDp.jpg,5,جدة,الروضة,بنين وبنات,عالمية,0
مدارس الابرار الاهلية - مسار مصري (عربى),Abrar School-Arabic,https://storage.yaschools.com/source//1/FdYJBP5yqIQsGxVTlcgayvsVxOsyMsGG.jpg,5,المدينة المنورة,الحرة الشرقية,بنين وبنات,أهلية,0
مدارس تبوك العالمية,Tabuk International Schools,https://storage.yaschools.com/source/school/logos/P7hXBRAOO8xmLdmKo82V2l1PqsfrAFaF.png,3.5,تبوك,الفيصلية الجنوبية,بنين وبنات,عالمية,7 ألف
مدارس الاستبرق العالمية,Al Estabraq International School,https://storage.yaschools.com/source/school/logos/N6xmBuX1c54fkzcb7cCpRkjr0Fu48bTf.jpg,3.6,جدة,الربوة,بنين وبنات,عالمية,0
مدارس الكفاح الأهلية,Al Kifah Academy National School,https://storage.yaschools.com/source/school/logos/XYUPOWb9Uh4HU2VNEgVTAcMh-T7cMlO7.jpg,3.5,الأحساء,الهفوف,بنين وبنات,أهلية,20 ألف
مدرسة سارة العالمية,Sara International School-Jeddah,https://storage.yaschools.com/source/school/logos/SP8KYAcN71yPezozZhF88WflxYTbDLO4.jpg,2.5,جدة,الصفا,بنين وبنات,عالمية,9 ألف
مدارس عالم الصغار,Children's World School,https://storage.yaschools.com/source/school/logos/bDyd6gIcnjos9gRdmLmeZ1384RdApzcF.jpg,4.2,جدة,الروضة,بنين وبنات,أهلية,18 ألف
مدارس الأجيال المتطورة العالمية,Advanced Generations International Schools,https://storage.yaschools.com/source/school/logos/ViJEJV5bycGeJNzqVqPK6YLzMgqv5pH9.jpg,3.3,جدة,النهضة,بنين وبنات,عالمية,0
مدارس البسام للبنين,Al Bassam International School,https://storage.yaschools.com/source/school/logos/qrwQsMGRecB3mYnLr1vVJ6yZoAM6eDO2.jpg,5,الدمام,الشاطئ,بنين,عالمية,18 ألف
مدرسة الحسن العالمية,ABC AL HASSAN INTERNATIONAL SCHOOL,https://storage.yaschools.com/source/school/logos/ZNUUqjipRoXB3PqS-TjrGmPBV9krhHW8.jpg,4.4,جدة,الزهراء,بنين وبنات,عالمية,0
مدرسة ادماير العالميه,Admire International Academy,https://storage.yaschools.com/source//1/XM9wLR_1m8Ey6o4zHwIaJfgjyr0uxO9f.png,5,الدمام,الروضة,بنين وبنات,عالمية,0
مدرسة مهد العلوم العالمية,Mahd Al Uloom International School,https://storage.yaschools.com/source/school/logos/0lCLsH9WWjhevPEbKSh6UDo2OXglvIiZ.jpg,4.8,جدة,مدائن الفهد,بنين وبنات,عالمية,0
مدارس المرجان العالمية,Coral International School,https://storage.yaschools.com/source/school/logos/ZuhwLOxlnEsE7OG9dd2ZuhlX2wyPklMK.jpg,2.5,جدة,الروضة,بنين وبنات,عالمية,17 ألف
مدارس التقوى الأهلية,Al Taqwa National Schools,https://storage.yaschools.com/source/school/logos/qRhQJ1Te1CXTU-NAlyhGxrmDksNgPI4G.jpg,3.3,جدة,الفيحاء,بنين وبنات,أهلية,0
مدرسة الصافي العالميه بالدمام,Al-Safi International School,https://storage.yaschools.com/source/school/logos/71BbmyJPc2s4BQtn26ta_puzO9rNdBTq.jpg,2.8,الدمام,الضباب,بنين وبنات,عالمية,12 ألف
المدرسة الأمريكية الدولية جدة,American International School Of Jeddah,https://storage.yaschools.com/source/school/logos/40tRmLiXx6GspmRwwYSRpOr_f3LHkEJp.png,3.4,جدة,الزهراء,بنين وبنات,عالمية,51 ألف
مدارس فرسان المعرفة العالمية,Knight Of Knowledge International School,https://storage.yaschools.com/source/school/logos/4VhmXrmPS5DbJ5lxDQu4jB45Kw-uwF2Q.JPG,3.6,جدة,الربوة,بنين وبنات,عالمية,14 ألف
مدرسة هلا جدة الدولية,Hala International School,https://storage.yaschools.com/source/school/logos/OgOANITCX6rGLdNiR75K84ircAdbcMAB.jpg,2.5,جدة,الرحاب ,بنين وبنات,دولية,0
مدرسة تربية الأجيال الأهلية,Ajial Edu National School,https://storage.yaschools.com/source/school/logos/tA5k_1UGVnfvR-Ue_86qDi-_b3gHqajq.png,4,حفر الباطن,النزهة,بنين وبنات,أهلية,12 ألف
