name,name_en,logo,rating,city,district,gender,category,min fee
مدارس براعم نجد الأهلية,Baraem Najd National Schools,https://storage.yaschools.com/source/school/logos/PCcx9kyGf0SCJFZsvrf8H3PzHtIIabdf.gif,2.5,الرياض,الروضة,بنين وبنات,أهلية,0
مدارس أضواء الافاق,Adwa Alafaq National Schools,https://storage.yaschools.com/source/school/logos/U-wzxjfwo8VrRcDNClAIP16GgFahlqiZ.jpg,2.5,الرياض,المربع,بنين وبنات,أهلية,10 ألف
مدارس رياض التربية الحديثة الاهلية,Modern Education riyadh Nationals Schools for Boys,https://storage.yaschools.com/source/school/logos/MzUFdin2dVXj6gvSmgfTozG5n89Xg-fz.jpg,2.5,الرياض,العليا,بنين,أهلية,6 ألف
مدارس الجود الأهلية,Al Jood National School,https://storage.yaschools.com/source/school/logos/DWu4PPBjTSQcRi5LGUkLybIp_QsBTALf.jpg,2.5,الرياض,الروضة,بنين,أهلية,10 ألف
مدارس أمجاد قرطبة الأهلية,Amjad Qurtoba National Schools,https://storage.yaschools.com/source/school/logos/WI9VNGJ8ULjkkP7cwjweOpU2vrDiVJ1Z.jpg,3.6,الرياض,قرطبه,بنين وبنات,أهلية,20 ألف
مدارس واحة الأبناء العالمية,Childrens Oasis International School,https://storage.yaschools.com/source/school/logos/03Wptet_gtubQUhcDHmw5nMIn5qQkMZR.jpg,2.5,الرياض,أم الحمام الغربي,بنين وبنات,عالمية,11 ألف
مدرسة العناية الأهلية,Al enayah National School,https://storage.yaschools.com/source//1/vzJJb0wgzVPN77GW4BxHpQaIG83jusHW.jpg,3.4,الرياض,الملك فهد,بنين وبنات,أهلية,15 ألف
مدارس المورد الأهلية-الرياض,Al Mawred National Schools-Riyadh,https://storage.yaschools.com/source/school/logos/4i23pxmfofE9v292wnotuqI2XtVXPZ3t.jpg,2.5,الرياض,الخليج,بنين,أهلية,6 ألف
مدارس الحضارة الأهلية,Al Hadara National Schools,https://storage.yaschools.com/source/school/logos/68HJ_5wq4HL7do2yo2n86PO2_gMQJ00M.JPG,2.5,الرياض,الروابى,بنين وبنات,أهلية,0
مدارس النبراس الأهلية,Al Nibras National School,https://storage.yaschools.com/source//1/eAvQtbLE7ThpcLd-bIOXEH5RIh0vUmO3.png,2.5,الرياض,القدس,بنين وبنات,أهلية,0
مدارس المطورون الأهلية,Al-Mutawiroon Private School-Laban,https://storage.yaschools.com/source/school/logos/j3FYTkSQek9h_HumddTUwGJz1b4-iGlW.jpg,2.5,الرياض,لبن,بنين وبنات,أهلية,12 ألف
مدارس رواد التربية الأهلية,Rowad Attarbieh National Schools,https://storage.yaschools.com/source//1/BkGdL_D0hxuhrjAMz8MkrngXEwM33pIK.png,5,الرياض,البديعة,بنين وبنات,أهلية,10 ألف
روضة و مركز التعليم الممتع,Edu Fun Center and Kindergarten,https://storage.yaschools.com/source/school/logos/NZou3yZMeV0Tsu0qs4za3lX02pWXcfbE.jpeg,2.5,الرياض,المصيف,بنين وبنات,حضانة - روضة,0
مدارس أبناء المملكة الأهلية,Kingdom Kids National School,https://storage.yaschools.com/source/school/logos/64ap3RRTFCepuNhtzS3cU1xMqK3rOKJW.jpg,2.5,الرياض,الربيع,بنات,أهلية,9 ألف
مدارس النمو الأهلية,Al Nomou National School,https://storage.yaschools.com/source/school/logos/i9sNzoOOQaHB5LIRcoH24ilgkxGglddL.jpg,4,الرياض,الصحافة,بنين وبنات,أهلية,8 ألف
مدارس الحزم الأهلية - للبنين,Rowad Al-Amjad National Schools for Boys,https://storage.yaschools.com/source//1/Mh1Ay0ZdViCDydRImMlh2BQ3VuM4YRAC.jpeg,2.5,الرياض,القدس,بنين,أهلية,9 ألف
مدارس التربية الأهلية,Al Tarbiyeh National Schools,https://storage.yaschools.com/source/school/logos/GpSyJlgGFzCQpoGVXHDXDR-OVArWzitq.jpg,3,الرياض,النخيل,بنين وبنات,أهلية,0
مدارس أبناء النبلاء العالمية,Nobles Sons International School,https://storage.yaschools.com/source/school/logos/XbIaFz0qz7zhEvA9q_XcsSWTr_ECUZcU.jpg,2.5,الرياض,الشفاء,بنين وبنات,عالمية,0
مدارس التعاون النموذجية الاهليه,Al-Ta’awon Model Private Schools,https://storage.yaschools.com/source/school/logos/Oidv5NVtMnOkA-If8Q4f5Zd_dXbjE1vi.jpg,4.2,الرياض,الروضة,بنين وبنات,أهلية,11 ألف
مدارس طيبة الأهلية,Taibah National School,https://storage.yaschools.com/source/school/logos/yAmYzxPjOjuFJczCausnxGjnXPOa94-Z.jpg,2.5,الرياض,السويدي,بنات,أهلية,0
مدارس المدينة الأكاديمية العالمية,Academic City International Schools,https://storage.yaschools.com/source/school/logos/r2gPBUgWHg5k2-JUzJVsXRCOq8WXGpne.png,4.2,الرياض,الشهداء,بنين وبنات,عالمية,18 ألف
مدارس أجيال الثقافة الأهلية,Ajial Al-thaqafa national School,https://storage.yaschools.com/source/school/logos/wTdBDq7c7XSxYJxyPCdEThDQpkwh9Vej.jpg,2.5,الرياض,الهدا,بنات,أهلية,16 ألف
مدرسة حمد الجبر,Hamad AlJabar National School,https://storage.yaschools.com/source//1/upr9Nb4rFMWo0zQwQEyQctzuDQvsGjTD.jpg,2.5,الرياض,الجزيرة,بنين وبنات,أهلية,0
مدرسة الجيل الاهلية,Generation Private School,https://storage.yaschools.com/source//1/Apj6BSH1Jb3lkOUMR1aBKv5lL0GsoTLB.jpg,2.5,الرياض,البديعة,بنين وبنات,نموذجية ,0
مدارس عهد الأهلية,Ahad Private National School,https://storage.yaschools.com/source/school/logos/8iAxLoTNIvhCP7VgEkGWu2Il24WR5iF_.jpg,5,الرياض,التعاون,بنين وبنات,أهلية,13 ألف
مدارس الفهد الاهلية - للبنات,Al-Fahad National School For Girl,https://storage.yaschools.com/source/school/logos/qL1PmnQ9H1Byc82YIbvWW1bxcPawY8Wm.jpeg,4.3,الرياض,السليمانية,بنات,أهلية,0
روضة سماء الطفل,Kids Sky Kindergarten,https://storage.yaschools.com/source//1/erjS8bDnxxKIuu_qaNCqz-Tjvcrnc7W4.jpg,2.5,الرياض,الندى,بنين وبنات,حضانة - روضة,0
مدارس الفتح الأهلية,Al fateh national Schools,https://storage.yaschools.com/source/school/logos/wpmRL9oC6lqg25kfPBw0PCURNTN37wfS.jpg,5,الرياض,المروج,بنين وبنات,أهلية,10 ألف
مدارس مواهب الرياض الأهلية,Riyadh Talents National Schools,https://storage.yaschools.com/source//1/tfroak4MgtCOUrACYiqoGbPe1ifpX2MR.jpg,2.5,الرياض,العليا,بنين وبنات,أهلية,0
مدرسة الحصاد الأهلية,Hassad National School,https://storage.yaschools.com/source/school/logos/m0F-qnC277MMcrg2jGhCF6tUc82VuQaz.jpg,2.5,الرياض,جرير,بنين وبنات,أهلية,0
مدارس النخلة الأهلية,Palm National School,https://storage.yaschools.com/source//1/98MQeyLx9Vkl59hq4xho8tq8zryrr6Hh.jpeg,2.5,الرياض,العقيق,بنين وبنات,أهلية,0
مدارس الفجر الجديد العالمية,New Fajer International School,https://storage.yaschools.com/source/school/logos/U8chQer5GTYbWAqP-PoGOHHhBwsa_Cx6.gif,2.5,الرياض,الشهداء,بنات,عالمية,0
مدارس الخطوة الأهلية,Steps National Schools,https://storage.yaschools.com/source//1/-Lb8O3n2pOpvv_R4tR7yFqpF6rxiKUU8.jpg,2.5,الرياض,الصحافة,بنين وبنات,أهلية,0
مدارس واحة العلم الاهلية,Learning Oasis National school,https://storage.yaschools.com/source/school/logos/jlbrZp8056sFo4qbUEZzWnkgxsbYdATK.png,2.5,الرياض,السليمانية,بنين وبنات,أهلية,13 ألف
الروضة الشاملة الأهلية,Al Shamelah Kindergarten Montessori,https://storage.yaschools.com/source//1/hbB9Qqun8F1al_hMh5Hxr5qQHyNXdbi_.png,2.5,الرياض,الملك فهد,بنين وبنات,أهلية,17 ألف
مدارس الإبداع الأهلية,Creative National Schools,https://storage.yaschools.com/source/school/logos/k33ORLeKkyadYtpUbfWef06kZfUoiYil.jpg,2.5,الرياض,الندوة,بنين وبنات,أهلية,0
مدارس حجر اليمامة الأهلية,Hijr Al Yamamah National School,https://storage.yaschools.com/source//1/BnLIkHtpOpAyYqq3rkz_oSR5rd2EtCrE.jpg,5,الرياض,الملك فيصل,بنين وبنات,أهلية,7 ألف
مدارس الهدى الأهلية,Al huda National School,https://storage.yaschools.com/source//1/_o579gEZCfVJGbYa5O1XMMgdbICN-_y4.jpg,2.5,الرياض,العزيزية,بنين وبنات,أهلية,7 ألف
روضة أجمل بداياتي,Ajmal Bedayaty Kindergarten,https://storage.yaschools.com/source//1/BRuNQsQ5oQ38MnHDS_7U74zYG25ucVjk.jpg,2.5,الرياض,لبن,بنين وبنات,حضانة - روضة,0
مدارس جيل التربية الاهلية,Jeel Al tarbia National Schools,https://storage.yaschools.com/source//1/Sf3kLOAEJsLrAz9VTxj32HKGAUDD8FkT.jpg,2.5,الرياض,العريجاء,بنين,أهلية,8 ألف
مدارس دارة السلام العالمية,Darat Assalam International School DPS,https://storage.yaschools.com/source/school/logos/evIxk1qXtD7jDk5jf9mbiHXQJJinZqZe.png,2.5,الرياض,المروج,بنين وبنات,عالمية,13 ألف
مدارس رياض النبلاء العالمية,Riyadh Al-Nubalaa International School,https://storage.yaschools.com/source/school/logos/rtEU_96V6YC8TYIwMH8bjo1usCPhgrN7.jpg,2.5,الرياض,العليا,بنين وبنات,عالمية,10 ألف
مدارس الغزالي العالمية,Ghazali International School,https://storage.yaschools.com/source//1/3mVPB8yIFco4RPBpbncMRFluB3ktEzyu.jpg,3.7,الرياض,المنصورة,بنات,عالمية,2 ألف
مدارس التربية السعودية الأهلية,Al-Tarbiyah Al Sudieh National School,https://storage.yaschools.com/source/school/logos/X0FENHvYtk5K4R7SALXV73ut61qYOBxq.png,2.5,الرياض,الملك فهد,بنين وبنات,أهلية,10 ألف
المدرسة الأثيوبية العالمية,Ethiopian International School,https://storage.yaschools.com/source//1/9UmdYvttteoj-GbpawlBGRqllPvIkXLZ.png,2.5,الرياض,المربع,بنين وبنات,عالمية,500
المدرسة العالمية الأريتيرية,Eritrean International School,https://storage.yaschools.com/source/school/logos/24-AWCuYYbeBcv1kIesT3EyDzonhCTrt.jpg,2.5,الرياض,الرفيعة,بنين وبنات,عالمية,0
مدارس البشائر الأهلية,Al Bashaer National Schools,https://storage.yaschools.com/source/school/logos/GTkClclyQQkMlKaxIpf0SdNIounRP6w9.jpeg,2.5,الرياض,العريجاء,بنين,أهلية,6 ألف
مدارس الرسالة الأهلية,Al Resalah National School,https://storage.yaschools.com/source/school/logos/EUjMDKtzz43Tv79FsL_UVz4AlmXO7DNE.jpg,2.5,الرياض,البديعة,بنين وبنات,أهلية,0
مدارس الأثير الأهلية - للبنات,Al Atheer National schools for Girls,https://storage.yaschools.com/source//1/O76rGu7gEmjB5WpTq4r0xS0lsFWaf1hN.jpg,2.5,الرياض,الفيحاء,بنات,أهلية,0
مدارس جنى دان العالمية,Jana Dan International Schools,https://storage.yaschools.com/source/school/logos/0-QMxlW65tDO6ce71mso-G3le9wTBmpP.jpg,3.9,الرياض,المعذر الشمالي,بنين وبنات,عالمية,15 ألف
مدرسة جيل المستقبل الفلبينية العالمية,future generation philippine international school,https://storage.yaschools.com/source/school/logos/1xfc73fTFoDTUzyguDqxOCxOYxElk0CE.jpg,2.5,الرياض,السليمانية,بنين وبنات,عالمية,0
مدارس الفردوس الاهلية,Al ferdous National School,https://storage.yaschools.com/source/school/logos/NUDMwTZPyf8fKGD4M3RS_0d4iOyG7gcd.jpg,5,الرياض,المصيف,بنين وبنات,أهلية,0
مدارس الغد الأهلية,Al-Ghad national Schools,https://storage.yaschools.com/source/school/logos/R88PmXaYbU2SIRuaK6a6LzDPf5SwWq47.jpg,4.8,الرياض,السليمانية,بنين وبنات,أهلية,16 ألف
مدارس صغارنا,Our Kids schools,https://storage.yaschools.com/source/school/logos/tyQvEpbbXV5JBfPJ8TqQjChYX9RXqg4V.jpg,2.5,الرياض,العليا,بنين وبنات,أهلية,0
مدرسة المدرسه الأهلية,Al madraseh national School,https://storage.yaschools.com/source/school/logos/lq3IrzsbHHzfUqGt8wgG6hxVhMtGNgk-.jpg,3,الرياض,العليا,بنين وبنات,أهلية,0
مدارس المستقبل النموذجية,Future School,https://storage.yaschools.com/source/school/logos/hV4-7fs_GKABgK0K3xNezWTsQvM3GmR3.jpg,5,الرياض,السليمانية,بنين وبنات,نموذجية ,8 ألف
مدارس  دار الصفوة الأهلية,Dar Al Safwa National School,https://storage.yaschools.com/source/school/logos/XlUQ4ByxzX_hwWK5pw4CV4l86yTS2aZt.jpg,3,الرياض,العقيق,بنين وبنات,أهلية,11 ألف
مدارس سحاب العلم العالمية,Sehab Al Elem International School,https://storage.yaschools.com/source/school/logos/3WD5OQWu1vSRGeo6vGpueU3oQpXTCgAW.jpg,3.4,الرياض,اليرموك,بنين وبنات,عالمية,13 ألف
مدارس الأوائل الأهلية,Al Awael National Schools,https://storage.yaschools.com/source/school/logos/vMxvJX5FjRndYP6IHhESDMqTdngwK0Jz.png,5,الرياض,الربوة,بنات,أهلية,16 ألف
مدرسة الهلال الجديد العالمية,New Crescent International School,https://storage.yaschools.com/source/school/logos/3_bx_w7qvgC4FWCSOQkCkzedDm2I_yhO.png,3.4,الرياض,العزيزية,بنين وبنات,عالمية,8 ألف
مدارس إقرأ العالمية,Iqraa International schools,https://storage.yaschools.com/source/school/logos/eh1wHxf40pH2QL9FWpva6qxdNbROdEUx.jpg,2.5,الرياض,العليا,بنين وبنات,عالمية,10 ألف
مدارس مناهج الابداع العالمية,Curriculum Innovation International school,https://storage.yaschools.com/source/school/logos/gtGV8zrFylWIVPc1zFr-qoorcyxs5G4C.jpg,3,الرياض,المنصورة,بنين وبنات,عالمية,9 ألف
مدارس النافورة العالمية,Ecole Internationale La Fontaine -Al Worood,https://storage.yaschools.com/source/school/logos/7yc7I-PFXuN-OQU8DJWpK556_vl2R3jC.jpg,3.7,الرياض,الورود,بنين وبنات,عالمية,0
مدارس الفرسان العالمية,Al Forsan International School,https://storage.yaschools.com/source/school/logos/kVZu9uTvFKzXhxOy8ldZgClpmj8ZHvVD.jpg,3,الرياض,الازدهار,بنين وبنات,عالمية,21 ألف
مدرسة مبدعون المستقبل العالمية,Blossoms International School,https://storage.yaschools.com/source//1/Qqz3uAQAkhaO1YVQ3dOY0F8bPOAbHgzZ.png,2.5,الرياض,الروضة,بنين وبنات,عالمية,0
مدرسة الرؤية الجديدة العالمية,New Vision International School,https://storage.yaschools.com/source/school/logos/bQ_wAtBoENeRk8_QMQQ_mSypig2Qb62d.jpg,2.5,الرياض,المنار,بنين,عالمية,20 ألف
مدارس ابن خلدون الاهلية -النفل,ibn khaldoun National Schools-Alnafel,https://storage.yaschools.com/source/school/logos/74pu5yg9qMpLH0a5Y7-JMJSazDnoUtHk.jpg,2.5,الرياض,النفل,بنين وبنات,أهلية,15 ألف
مدارس ابن خلدون - الاهلية-الياسمين,Ibn Khaldun National school- Al Yasmeen,https://storage.yaschools.com/source/school/logos/9iT5zzqZwneiphvJC35mJX6QM0kSkQ6B.jpg,2.5,الرياض,الياسمين,بنات,أهلية,16 ألف
مدارس ابن خلدون  - المنار,Ibn Khaldun international Schools-Al Manar,https://storage.yaschools.com/source/school/logos/djSdCuSb5ZQZEsjdO-r4ZqmMqsucxuSG.jpg,2.5,الرياض,المنار,بنين وبنات,عالمية,16 ألف
مدارس ابن خلدون العالمية - الياسمين,Ibn Khaldun international school Al-Yasmeen,https://storage.yaschools.com/source/school/logos/XlfOsu3127njjk2lfwNcJngnywyBSbuB.jpg,3.6,الرياض,الياسمين,بنين,عالمية,24 ألف
مدرسة تضامن السلام  العالمية,Tadamon Alsalam International Schools,https://storage.yaschools.com/source//1/TXRHvHK8X4ewdy3x-PzrpBoGMfQnA69o.jpg,2.5,الرياض,السلام,بنين وبنات,عالمية,0
مدرسة سما التعليم العالمية,Sky of Education International School,https://storage.yaschools.com/source/school/logos/5c1X9bozavHPR-B_lqDTKy4QGjEaScEj.png,4.5,الرياض,العقيق,بنين وبنات,عالمية,17 ألف
مدارس الفجر الجديد الأهلية,Alfajr Aljadeed National School,https://storage.yaschools.com/source/school/logos/IB1iYObWzsIfTzNA9lWNKBbjeowCT0g2.jpg,2.5,الرياض,الشهداء,بنين وبنات,أهلية,0
مدارس دار العلوم الأهلية,Dar Al Uloom National School,https://storage.yaschools.com/source//1/4ZtAj5zdZr7gSYmU0sYmpwGTWMfcjAwT.png,3.5,الرياض,الفلاح,بنين وبنات,أهلية,20 ألف
مدرسة واحة العلم العالمية - العليا,Learning Oasis International School- Olaya,https://storage.yaschools.com/source/school/logos/86pnbplLeO6GfOarOo1eDRgMKOnoDvvQ.jpg,4.2,الرياض,العليا,بنين وبنات,عالمية,15 ألف
مدارس طلائع النور العالمية,Talaee Al-noor International School,https://storage.yaschools.com/source//1/AGqjS1Q78BemKyoQhU43FsMbcNOyPqf4.jpg,2.5,الرياض,المنصورة,بنين وبنات,عالمية,12 ألف
مدرسة التضامن الأهلية ( المسار المصري ),Tadamon National SchooL-Ulaisha District,https://storage.yaschools.com/source//1/fY8MdTZ3PALMXT6b14ZQp1PbYtDQCVh8.png,5,الرياض,عليشة,بنين وبنات,أهلية,6 ألف
مدارس ريما العالمية - فرع المنار,Reema International Schools,https://storage.yaschools.com/source/school/logos/sjoZTveyzh9-jMX3ClTI9ewjC8_WwU5B.png,3.2,الرياض,المنار,بنين وبنات,عالمية,14 ألف
مدارس نوابغ الرياض العالمية,Nawabegh Al Riyadh International School,https://storage.yaschools.com/source/school/logos/TjF1ixPZuVhJw5Ft49oVrD2IIALg7eLW.jpg,3.8,الرياض,العريجاء,بنين وبنات,عالمية,12 ألف
مدارس عصر التربية العالمية - الياسمين,Educational Age International Schools - Alyasmin,https://storage.yaschools.com/source/school/logos/TSZwEjD6kGu0NlK1uKhGzQlGv0yAHswo.png,4.2,الرياض,الياسمين,بنات,عالمية,18 ألف
مدارس الاماكن العالمية الثانية - فرع العزيزية,Alamaken Second International School,https://storage.yaschools.com/source/school/logos/bn5zLPx-p3obd7WNu3ofG2jNjqcs-1--.png,4.2,الرياض,العزيزية,بنين وبنات,عالمية,14 ألف
مدارس دار الشويفات العالمية,Dar Alshewaifat International Schools,https://storage.yaschools.com/source//1/wfCepvYh-C57PX0ZUKj-sycfWrKxL-21.png,2.5,الرياض,الازدهار,بنين وبنات,عالمية,14 ألف
مدارس ام القري العالمية,Umm Alqura international School,https://storage.yaschools.com/source/school/logos/UlcyRQ4kYC0Oy4ImfoBz8yDDxD_FE_Kp.jpg,5,الرياض,المنار,بنين وبنات,عالمية,11 ألف
مدارس غانا العالمية,Ghana International School,https://storage.yaschools.com/source/school/logos/OkOnHGW43UVGaT6W5eoWCt8mVb1E7CzW.png,2.5,الرياض,العليا,بنين وبنات,عالمية,0
مدارس رواد الأمراء الاهلية,مدارس رواد الأمراء الاهلية,https://storage.yaschools.com/source/school/logos/1P89Gr83lTFRL5canTWbgSIeA3OeztRd.png,2.5,الرياض,إشبيليا,بنين وبنات,أهلية,0
مدارس جيل المجد العالمية,Glory Generation International School,https://storage.yaschools.com/source//1/PhnZ0bSPuaursD-dIsDY81NE9IyIe3vz.jpg,4.4,الرياض,أم الحمام الشرقي,بنين وبنات,عالمية,12 ألف
مدارس صغار الغد العالمية,Tiny Tots International School,https://storage.yaschools.com/source/school/logos/5y0HKW5nLeqKy4kr2XQUjjmsZAOj-fZ9.jpg,3.8,الرياض,السليمانية,بنين وبنات,عالمية,17 ألف
مدارس جاد العالميه (رواد النصر سابقا),GAD  International School - foremrly Victory Pioneers,https://storage.yaschools.com/source//1/sYT5zY922LgsE5zQJmRWDyz0FYihkoC-.jpg,4.7,الرياض,العليا,بنين وبنات,عالمية,15 ألف
مدارس الأمجاد العالمية,AL Amjad International Schools,https://storage.yaschools.com/source/school/logos/LX9D7wpdeXCTAqf75RBek4LmCXpmF5L9.png,3.1,الرياض,الشهداء,بنات,عالمية,15 ألف
مدرسة مناهل الجيل العالمية,Mnahel Al-Jeel International School,https://storage.yaschools.com/source//1/ffl0IS4YKR-rVpDHeUBNj01K3ZB9MyB5.jpg,3.9,الرياض,النفل,بنين وبنات,عالمية,14 ألف
مدارس الاوزون العالمية,OZONE INTERNATIONAL SCHOOL,https://yaschools.com/img/default-school-logo.jpg,2.5,الرياض,المربع,بنين وبنات,عالمية,7 ألف
مدارس امنية العلوم العالمية,Omniat Al-Oloom International Schools,https://storage.yaschools.com/source/school/logos/CYVETkQ_A0QarwyoSdpmJFbLN0GVFbW2.jpg,2.5,الرياض,الرحمانية,بنين وبنات,عالمية,18 ألف
مدارس واحة الألسن العالمية,Wahat AlAlson International School,https://storage.yaschools.com/source//1/jT5ZYE2aRUBz-juVo_OUMz2syZnYXkO9.png,4.3,الرياض,السلام,بنين وبنات,عالمية,11 ألف
مدارس رويال العالمية,Royal International School,https://storage.yaschools.com/source/school/logos/tw6xxw8FRTqzzvMt72DasEILbB5eUghK.jpg,3.8,الرياض,المنصورة,بنين وبنات,عالمية,7 ألف
مدارس نور المعارف العالمية,Nour Al Maaref International School,https://storage.yaschools.com/source/school/logos/YqUapPKMo3b2qM5uERs47XUT2dhQ758s.png,2.5,الرياض,السليمانية,بنين وبنات,عالمية,11 ألف
مدارس معارف المستقبل العالمية,Future Knowledge international Schools,https://storage.yaschools.com/source/school/logos/36LOjoeIfC1_OtoztW98JpTc6GKuwSQg.JPG,5,الرياض,الخليج,بنين وبنات,عالمية,9 ألف
مدرسة الأنوف الحمراء,Red Noses Montessori Schools,https://storage.yaschools.com/source/school/logos/LN4hd0ShznE4jv2ir_AFyZD2TSD0Ou3b.jpg,2.5,الرياض,العقيق,بنين وبنات,أهلية,0
مدارس الموسوعة الرائدة الأهلية,Al Mawsouah Al Raedh,https://storage.yaschools.com/source/school/logos/QD5-A2vx0VTBQVVUOByA58ZJDu79OYT0.jpg,2.5,الرياض,العقيق,بنين وبنات,أهلية,0
حضانة بيتى الثانى,My Second Home School,https://storage.yaschools.com/source/school/logos/EWJuzY9PSe3VsTQgPAhm2hEzxtDLIkub.jpg,2.5,الرياض,الريان,بنين وبنات,حضانة - روضة,31 ألف
حضانة بيتى الثانى 2,My Second Home 2,https://storage.yaschools.com/source/school/logos/6aXGhWzg3xeZx2hLnnVXNfZfri5u8pEI.jpg,2.5,الرياض,العقيق,بنين وبنات,حضانة - روضة,3 ألف
مدارس دار الصفوة,Dar AL-Safwa Schools - American Diploma,https://storage.yaschools.com/source/school/logos/d3YwqyAOjcL60AWPKsJt8UahZhmpDKdH.png,2.5,الرياض,العقيق,بنين وبنات,أهلية,14 ألف
مدارس نوره العالمية,Nora International Schools,https://storage.yaschools.com/source/school/logos/AGINZTFdj9Z2qJWGcmifJasLP_068QbA.PNG,3.6,الرياض,الملز,بنين وبنات,عالمية,13 ألف
مدارس البراعة العالمية,Mastery International school,https://storage.yaschools.com/source/school/logos/Qk7RWOsPTJJ1uf-VX1OaQMrnHUw8nZ6W.jpg,3.6,الرياض,المصيف,بنين وبنات,عالمية,16 ألف
مدارس الرواد الأهليه - مجمع الازدهار,Al Rowad Private Schools - Izdehar,https://storage.yaschools.com/source//1/5ew7w4pFH0drhTRJsGwkq3OJUGsGM7jx.png,2.5,الرياض,الازدهار,بنين وبنات,أهلية,14 ألف
مدارس العليا الأهلية,Olayya Private Schools,https://storage.yaschools.com/source/school/logos/TPaM-lq5BNgqecvi42-NCUnh-HHRL3ho.jpg,3.5,الرياض,المرسلات,بنين وبنات,أهلية,14 ألف
مدارس دينا العالمية,Ecole Internationale Dina - EIDAS,https://storage.yaschools.com/source/school/logos/VLIT6K1rD1rO3D086Bwr6pyuUmOnaXVx.png,3,الرياض,الملز,بنين وبنات,عالمية,18 ألف
مدرسة فالح المستقبل العالمية,Bright Future International School - BFIS,https://storage.yaschools.com/source/school/logos/K9oGAJ2mC_UsgXpWjGJAzVPo_Ujm7QFA.png,2.5,الرياض,النخيل,بنين وبنات,عالمية,10 ألف
حضانة بيتي الدافئ,My Warm Home,https://storage.yaschools.com/source/school/logos/LTYLPYs_8LioEQpHtkgpZA0_EY1PYw76.jpeg,2.5,الرياض,الفلاح,بنين وبنات,حضانة - روضة,21 ألف
مدارس الإبداع العالمية - فرع عرقة,Creativity International School - Irqah,https://storage.yaschools.com/source/school/logos/Fr1JkQ6b3zx_y73Nd2WEtp2yyu0tQVpJ.png,2.5,الرياض,عرقة,بنات,عالمية,20 ألف
مدارس التحدى العالمية,Challenge International School,https://storage.yaschools.com/source/school/logos/H046Axr9VX5S37glGDSDSD1zvb8Zz67S.jpg,4.8,الرياض,الشفاء,بنات,عالمية,9 ألف
مدارس دانة العلوم,Danat Al Uloom  Schools,https://storage.yaschools.com/source//1/XxjXXemPYHbs7EVzm51uOMScCW4_pEcw.jpg,5,الرياض,الملقا,بنين وبنات,أهلية,20 ألف
مدارس تاج الرياض العالمية,Al Taj International School,https://storage.yaschools.com/source/school/logos/00vKM9Tq-DpvpQQk_4LIre9A7c8iIqBJ.jpg,2.5,الرياض,السليمانية,بنين وبنات,عالمية,4 ألف
مدارس الدانة العالمية,Al Danah International School,https://storage.yaschools.com/source/school/logos/PlT6TsBHmmiYE7WY66MBD5Ndww52wfuH.jpg,2.5,الرياض,السليمانية,بنين وبنات,عالمية,6 ألف
مدارس عبد العزيز العالمية الشويفات - فرع الوادى,Abdulaziz International Schools - Al-Wadi,https://storage.yaschools.com/source/school/logos/pgvhslZRcwF6DmwsFw0fkyr2EjGg3FEu.png,3.3,الرياض,الوادي,بنين وبنات,عالمية,31 ألف
مدارس رواد الخليج العالمية - فرع المغرزات,Rowad Al Khaleej International School Almoghrzat,https://storage.yaschools.com/source//1/pigqK8sfE1yxSMY8vnIDa2GB2BQY6GYf.jpg,4.4,الرياض,المغرزات,بنين وبنات,عالمية,30 ألف
مدارس واحة النخيل العالمية,Palm Crest International School,https://storage.yaschools.com/source/school/logos/XaaqKch1_wp5WJTD-lXIAakZ9r0zNOhU.jpg,2.5,الرياض,السليمانية,بنين وبنات,عالمية,7 ألف
مدارس الرياض,Riyadh international Schools,https://storage.yaschools.com/source/school/logos/tg_JD-AUAPsidZuEQZp8kCHxS-cLIKDx.png,5,الرياض,النموذجية,بنين وبنات,عالمية,26 ألف
مدارس المتقدمة العالمية,ALMutakadima International Schools,https://storage.yaschools.com/source//1/m1xZ1YXuJHrW7SSZhHTVXtTKdikGQwRg.jpg,2.5,الرياض,الخليج,بنين وبنات,عالمية,16 ألف
مدارس مداد البيان,", Medad Albyan National Schools",https://storage.yaschools.com/source/school/logos/w2KuoZjbTQKQ-VTtX4hJnnZF-f3jUJDQ.JPG,3.8,الرياض,النظيم,بنين وبنات,أهلية,12 ألف
مدارس الكواكب العالمية,Planets International Schools,https://storage.yaschools.com/source//1/9KzhojZi2oaapu-h1itluCFLp-Wrc17i.png,4.7,الرياض,المغرزات,بنين وبنات,عالمية,12 ألف
مدارس المؤمن العالمية,Al Momin International School,https://storage.yaschools.com/source/school/logos/v31dlZizpt6kw9igHWfEU6uVFYGj_yOa.jpg,2.5,الرياض,المربع,بنين وبنات,عالمية,6 ألف
مدارس دوم العالمية,Dome International Schools,https://storage.yaschools.com/source/school/logos/QAcJ3_14n_4qmHJoSvOXMCBnoOK0DLKv.jpg,3.2,الرياض,المصيف,بنين وبنات,عالمية,26 ألف
مدارس رواد العلوم الأهلية,Rowad Al Oloom Schools,https://storage.yaschools.com/source/school/logos/E93X4NxBntCfzGey60__FnXIxgJaeznL.jpg,5,الرياض,العزيزية,بنين وبنات,أهلية,0
